citys                                      ,content                                                                                                                                                                                                                                                                                                                                                             ,evaluate,labs,nams           ,scores,times          ,user_info                                             ,votes
"['Washington, D.C, United States']"       ,旁边的美国小哥哭到喘不上气。可能我对漫威没有很多感情/对人物并没那么熟悉，所以没觉得很感动。但是片子执行得非常好~！                                                                                                                                                                                                                                                                                                          ,还行      ,看过  ,艾小玛            ,['30'],2019/4/28 11:25,"['78088543 ', ' 2013-09-17加入', '\n        ', '\n']"  ,3
['辽宁铁岭']                                   ,3.5。结局处理和预想出入很大，万万没想到是牺牲了整个系列最讨喜也是我最喜欢的角色。作为一个95后，虽然不是漫威粉，但确实是看着漫威电影长大的，甚至看到一些对前作的致敬梗以及导演本人的客串还会会心一笑。尽管剧作上还是脱离不了公式化的通病，但能感觉出对于这部十年布局的收官之作导演还是不想让其彻底流水线化，因为主题和“时空穿梭”有关，导演一直在做一套和主题呼应的的剪辑体系，以及浪人日本戏份的长镜头处理全程通过刀的指向做视角变化，都是在导演层面做风格化的尝试。作为漫威第一阶段的灵魂人物，最后的葬礼太潦草且肤浅了，但美队卸任确实处理的不错。                                                                                       ,还行      ,看过  ,大海绵            ,['30'],2019/4/24 21:41,"['70491044 ', ' 2013-03-24加入']"                      ,8
['湖南长沙']                                   ,一个小时煽情一个小时怀旧+一个小时战斗，各种逻辑Bug，说好的不能跟过去的自己交流，星云这干掉了过去的自己后坚挺的活了下来是什么鬼，雷神被灭霸暴揍美国队长却能拿起雷神的锤子跟灭霸比划很久，惊奇队长宇宙最强保护个手套都保护不了，猩红女巫居然被导弹炸飞了这神经反射弧挺长的啊，奇异博士出场居然跟瀑布干起来了全程一句台词都没有。要我说直接奇异博士+猩红女巫+惊奇队长三个人就可以联手干掉没带手套的灭霸好不好，手套可以让奇异博士传送走为何要抱着跑呢                                                                                                                                        ,还行      ,看过  ,Ecoone         ,['30'],2019/5/15 8:38 ,"['65732402 ', ' 2012-10-28加入']"                      ,1
"['New York City, United States']"         ,3.5. 对于粉丝来说足够emotionally satisfying的结局，漫威在有了坚实的群众基础之后终于敢在电影里放入不少减缓节奏但着重刻画情感的moments。更有的意思是种种建立在时间、陪伴与记忆之上的狂热票房反应说明当下最成功的流行文化娱乐产品的内核其实是类似老友记的美剧式情怀，而跟审美关系不大。。。                                                                                                                                                                                                       ,还行      ,看过  ,Rilkelee       ,['30'],2019/4/29 17:26,"['rilkelee ', ' 2010-08-11加入']"                      ,5
['广东深圳']                                   ,【6】如果说这是同人电影，或者S8那种大结局SP我都信。。。也算完整地亲身经历过这21世纪头20年最大流行文化事件之一。为了串场景整个故事支离破碎，不过也行吧，大家吃这套。开头20分钟非常喜欢啊，有一丝当年玩《幻痛》的感觉。还有个别场景设计的蛮有意思。但真要把你当一电影看，真是无语凝噎。                                                                                                                                                                                                                    ,还行      ,看过  ,赤之彗星           ,['30'],2019/4/25 22:37,"['70686485 ', ' 2013-03-30加入']"                      ,4
['北京']                                     ,紫薯怪为什么替宇宙这样操心啊，我感动了。                                                                                                                                                                                                                                                                                                                                                ,还行      ,看过  ,陆源             ,['30'],2019/4/24 12:15,"['luyuan ', ' 2008-03-14加入']"                        ,10
['湖南郴州']                                   ,没有什么特别的感觉，就觉得好贵，特效和演员，真的好贵...                                                                                                                                                                                                                                                                                                                                       ,还行      ,看过  ,大书桌            ,['30'],2019/5/2 23:37 ,"['Jillian ', ' 2008-04-01加入']"                       ,1
[]                                         ,充满了牵强的情节和刻意的煽情，又让粉丝不忍对逝去的三个小时和看似丰富的终结篇“苛求”什么…就 我永远喜欢Tony Stark吧。放下过去安然度日不可以，定要给他一线希望；无牵无挂拯救世界不可以，定要誕生他的骨肉；体面退位更不可以，定要用命运之手摆布他。他像加缪笔下的西西弗，不同在于，he succeeded whilst he lost everything.罗素兄弟失度到令铁唯屡屡愣住。                                                                                                                                                                ,还行      ,看过  ,银色卷毛猫          ,['30'],2019/4/24 21:31,"['83970436 ', ' 2014-02-23加入']"                      ,14
[]                                         ,"我给三颗星 我不吹爆 （利益关系 漫威观众）
前期的过度宣传未免抬高了我对这部电影的预期 造成了我心理上的落差感 但其实它勉强还是能算中规中矩
还是那样精彩的武戏＋没有那么精彩的文戏（最精彩部分在黑寡妇的..）还我black widow！哭
英雄的落幕 其实
我不知道为什么看的时候觉得一直在被折磨 一种说不出的难受感
终于结束啦 期待下一个阶段吧 初代复联啊 舍不得 但永远在我心中have a space
（btw 看了穿插的彩蛋 和一些隐藏的细节 我升到3/4星的评价( ????????????????? )，但开头的部分真的要拍那么长吗?有的部分真的要那么长吗?i keep doubting）"                                                                                                                                                                                                                                                                  ,还行      ,看过  ,peaddy         ,['30'],2019/4/24 20:06,"['183736451 ', ' 2018-08-28加入']"                     ,9
['浙江杭州']                                   ,三星半。当时418粉丝盛典活动，身边粉丝人气最低的凯文·费奇，才是MCU中最值得夸赞的人啊！本片第一部分是有镜头设计的文戏，升镜头、景深构图和长镜头三幕瞄准同一表意——人类的渺小和无助，缺点是情节上有所拖沓也导致了台词缺陷暴露。第二部分是剧情设计优良的科幻，尤其盾钢部分与MCU往作的互文，缺点是与《惊奇队长》同样的问题：踩他而难捧己。第三部分是动作设计感优化的武戏，缺点同《复联3》在于能力配比问题。整体好于前作，有不错的视听部分，有不刻意的煽情也有圆满的告别，结尾甚至是同《复联2》产生互文，但最大优点嗨点依然还是来源于电影外（前）的人设铺垫。影后登场惊艳但演技尴尬，惊队太强只能强行酱油。笑料众多却依然同以往：大多笑点和同场观众不在同一线上，其中最惊喜当然是“勒保斯基”的梗（仿佛看到《钢1》反派的崛起）！,还行      ,看过  ,孤岛影者           ,['30'],2019/4/24 19:48,"['Century_Movie ', ' 2016-11-09加入']"                 ,8
['四川成都']                                   ,不是漫威粉丝但天生吃长情告白式陪伴这一套 复联宇宙只有Bourne手持摄影风格的美队3在我心中是上乘 其他都逃不出爆米花电影的窠臼 无论超级英雄们怎么亲民式的嘻哈打笑都甩不掉他们身上的精英主义和套路 他们所有的内心世界加起来都不如一个Joker深邃 就像权游纵然恢弘庞大 但依然无法比肩挖掘个人和体制深度的Wire（PS: 本来喷了一波其他时间旅行电影还以为自己会很严谨结果一大把一大把的祖母悖论真的没问题吗？都是所谓的超英队列一边是核弹级的破坏力一边是一颗子弹一颗子弹地突突突真的能不出戏吗？拥有一眼万年时间操控能力的奇异博士真的会像凡人一样打打杀杀争来斗去吗？最后鹰眼真的不是渣男吗？） @773 IMAX                                                   ,还行      ,看过  ,湖边の许愿树         ,['30'],2019/4/24 23:59,"['2076497 ', ' 2007-12-08加入']"                       ,1
"['Tōkyō, Japan']"                         ,挺失望的，巅峰果然是复仇者联盟3                                                                                                                                                                                                                                                                                                                                                    ,还行      ,看过  ,洋鸟消夏录          ,['30'],2019/4/25 11:33,"['160235455 ', ' 2017-04-12加入']"                     ,3
[]                                         ,你们自己说值不值这么高的分，这要是DC拍的直接6分以下，一个半小时的前戏，无限多bug的时间旅行，最后来个全体人物大出动就完了。说实话漫威要还打算这么拍电影，可以预见的崩塌。我从未黑过漫威电影，但这部片子能9+就是个笑话                                                                                                                                                                                                                                                      ,还行      ,看过  ,k341           ,['30'],2019/4/24 23:57,"['180992555 ', ' 2018-07-11加入']"                     ,20
['北京']                                     ,平静地结束了。高潮不够，故事又散，真的没必要3小时。初代的谢幕让人唏嘘，美队的戏份多到直接暴露罗素兄弟的脑残粉属性。啊，以为是跨年，结果是聚众吃了顿宵夜，想说的太多，但啥也没说清！（还我妮妮！！！                                                                                                                                                                                                                                                                  ,还行      ,看过  ,So             ,['30'],2019/4/24 3:34 ,"['75724571 ', ' 2013-07-24加入']"                      ,13
['广西梧州']                                   ,58/100，三个小时的只是为了掩饰导演的掌控无力罢了，史诗感的营造似乎只是落在了时间跨度和所谓的大场景上，前面文戏部分的情绪断层与动机缺失问题极其严重，人物的感情也处于抽离状态，而且为什么其他人都是一脸“你是复仇者我就相信你”的表情?看似“山雨欲来风满楼”展现出来实则是“轻而易举”，而且为什么一直瞎用正反打?本来想夸夸寡姐那段戏看到还是正反打好感立刻消失，最后好像就那场打戏可以看看?起码一大批英雄出现的时候我真的有了一点点激动的感觉。                                                                                                                                        ,还行      ,看过  ,笑别掩柴扉          ,['30'],2019/5/2 21:09 ,"['161849863 ', ' 2017-05-27加入']"                     ,2
['北京']                                     ,看到那些在前些集里死掉的角色一一出现，泪下，才知道原来那么想念他们。那时我年轻，我爱着他们所有人。                                                                                                                                                                                                                                                                                                                   ,还行      ,看过  ,张天翼            ,['30'],2019/5/17 15:57,"['wisely1229 ', ' 2007-10-30加入']"                    ,4
['上海']                                     ,3.5                                                                                                                                                                                                                                                                                                                                                                 ,还行      ,看过  ,饥饿艺术家          ,['30'],2019/4/25 19:44,"['hackey ', ' 2006-12-31加入']"                        ,4
['上海']                                     ,就像吃了肯德基全家桶                                                                                                                                                                                                                                                                                                                                                          ,还行      ,看过  ,赵松             ,['30'],2019/5/2 10:53 ,"['zhaosong9999 ', ' 2008-03-19加入']"                  ,3
"['Kuala Lumpur, Malaysia']"               ,男人的脑嗨剧，太他妈傻了。女人为爱付出也很多，包括陪老公看傻逼电影                                                                                                                                                                                                                                                                                                                                   ,还行      ,看过  ,教授             ,['30'],2019/4/25 0:08 ,"['professor ', ' 2008-04-10加入']"                     ,4
['吉林长春']                                   ,希望越大失望越大，太想把所有感情线都交代一遍了，搞得特别琐碎。再就是太政治正确了，还搞了个女英雄集体亮相，最不能忍的是让黑人当美队，我倒是不歧视，但是德不配位啊……                                                                                                                                                                                                                                                                                  ,还行      ,看过  ,大卫·独处尼         ,['30'],2019/4/26 17:39,"['RiverPheonix ', ' 2006-07-04加入']"                  ,6
['上海']                                     ,理智让我忍住了打一星的冲动 编剧和导演真的让人服气 除了消费情怀、恶意煽情外并没任何做得好的地方 白瞎了这么多年的经营浪费了演员的表演                                                                                                                                                                                                                                                                                                 ,还行      ,看过  ,steflover      ,['30'],2019/4/24 14:21,"['steflover ', ' 2007-02-12加入']"                     ,11
['广东广州']                                   ,感觉自己是个灭霸粉，并且喜欢锤哥的啤酒肚！！！！！还是地球好嘛对吧as long as we got WiFi                                                                                                                                                                                                                                                                                                             ,还行      ,看过  ,SingSing       ,['30'],2019/4/24 15:40,"['mumcy ', ' 2009-05-18加入']"                         ,1
[]                                         ,星战，魔戒，妇联，第三代流行文化终曲。挖掘老ip 尸骸何其愚蠢，寻找新的星辰大海吧。                                                                                                                                                                                                                                                                                                                          ,还行      ,看过  ,玛丽莲·孟获         ,['30'],2019/4/24 13:39,"['klimax ', ' 2011-11-11加入']"                        ,0
['江苏南京']                                   ,作为商业片连讨论的必要都没有，但还是不得不说，煽情手法基本等于生物书上电击刺激种牛前列腺提取精液                                                                                                                                                                                                                                                                                                                    ,还行      ,看过  ,ivauke         ,['30'],2019/4/25 22:52,"['60612450 ', ' 2012-04-21加入']"                      ,2
['Montserrat']                             ,有始便有终，无怨亦无悔。                                                                                                                                                                                                                                                                                                                                                        ,还行      ,看过  ,挪威耀阳           ,['30'],2019/4/24 3:29 ,"['lwyady ', ' 2014-10-14加入']"                        ,0
['四川成都']                                   ,戏说不是胡说，改变不是瞎编。同样作为老一辈革命家，托尼史塔克同志生的伟大死的光荣；娜塔莎罗曼诺夫同志却不给烈士表彰。有奋斗就会有牺牲，这并无关系。然而，穿插了这么多碎片性的彩蛋和爆点，却堆不出热血和情感高潮。随便扔一个bug百出的主线剧情硬性收尾，实在对不起人民群众的热切喜爱。                                                                                                                                                                                                                         ,还行      ,看过  ,松下志留           ,['30'],2019/4/28 7:13 ,"['138267049 ', ' 2015-11-28加入']"                     ,3
['北京']                                     ,总还是有些角色处理不够完满和逻辑bug的地方，但是作为一部十年总结之作，名副其实的终章，它在回顾前作上做的确实不错，漫威里我很在意的就是阿斯加德线，也算有所展现，遗憾不是没有，也很难让所有人都满意，但漫威还是让这十年的布局有一个非常成功的完结。毕竟最大消费群体是路人，他们一定挺喜欢这部片子的。三星半                                                                                                                                                                                                              ,还行      ,看过  ,touya          ,['30'],2019/4/24 20:25,"['touya0229 ', ' 2010-10-21加入']"                     ,7
['上海']                                     ,无感但表示尊重 故事太庞大而且繁杂 明显收不住 如果偶然性大于必然性 那么要实力干什么                                                                                                                                                                                                                                                                                                                         ,还行      ,看过  ,章鱼             ,['30'],2019/4/26 0:35 ,"['NoodlesKid ', ' 2009-02-27加入', '\n        ', '\n']",3
"['Vancouver, Canada']"                    ,【YVR-5th】于我而言，复仇者或者漫威宇宙在做的是开创的事，在讨论电影形式在突破单片之后如何网状串联起来（而这种形式的改变某种程度上比Netflix这种媒介的改变更重要）。成功了么？难说。但至少给了一种可能性，一种值得继续探索的可能行。但是，这种开创的缘由到底是电影艺术，是娱乐，或者纯粹金钱贸易的驱使更值得说道。而这场几十部电影的狂欢，到底是电影本身、故事本身、形象本身，还是娱乐至死的羊头狗肉。而这部大集合，除了集合之外真的没有什么了，不是么？                                                                                                                                  ,还行      ,看过  ,ParkerLI       ,['30'],2019/4/27 9:24 ,"['139788361 ', ' 2015-12-31加入']"                     ,2
['北京']                                     ,__年悲伤劲感觉九成的人被抹掉了?  穿越理论没圆上 前半部极力否定的理论转眼间就相信了 而且玩得很溜 投喂漫威粉足矣                                                                                                                                                                                                                                                                                                         ,还行      ,看过  ,xslidian       ,['30'],2019/4/24 10:51,"['xslidian ', ' 2008-03-30加入']"                      ,8
['辽宁沈阳']                                   ,赶脚看了3小时的bug。作为终章，显得有点潦草了。                                                                                                                                                                                                                                                                                                                                           ,还行      ,看过  ,狂且             ,['30'],2019/4/25 4:44 ,"['63243620 ', ' 2012-07-20加入']"                      ,9
"['Eugene, United States']"                ,开场还有点惊喜，到后面罗列穿越电影时就很无语，没有本质不同却还打着“我们不一样”的旗号，逻辑bug经不起细想，对某几个角色的塑造简直太可笑了…漫威十年，对我来说只是：爱过，还好跑得早…                                                                                                                                                                                                                                                                        ,还行      ,看过  ,willamette     ,['30'],2019/4/24 13:33,"['lightreus ', ' 2010-09-20加入']"                     ,7
['上海']                                     ,7/10，算是漫威最好看的一部，惊队太帅了，但是寡姐死了居然连葬礼都没有，差评。                                                                                                                                                                                                                                                                                                                            ,还行      ,看过  ,douban         ,['30'],2019/4/25 15:22,"['177864253 ', ' 2018-04-26加入']"                     ,3
[]                                         ,情怀卖足，也挡不住剧情的bug，完结篇，就这样吧，。没有初代情怀，影院里一些人哭出声的时候只会想这里的牺牲真的很强行。灭霸真的很惨了，一个被砍了头，一个来未来送人头，事业都没完成。                                                                                                                                                                                                                                                                          ,还行      ,看过  ,sunxiaoooooo   ,['30'],2019/4/24 17:46,"['173210144 ', ' 2018-01-28加入']"                     ,10
"['Kābol, Afghanistan']"                   ,我大概在妇联3时被灭霸的响指打没了，妇联4就当我没看过吧……                                                                                                                                                                                                                                                                                                                                      ,还行      ,看过  ,[x]            ,['30'],2019/4/26 17:03,"['r9ronaldo ', ' 2007-12-12加入']"                     ,2
['香港']                                     ,本來製作和構思算有誠意，儘管解決辦法老土。在協調戲份方面仍然是業界典範，連文戲對白也去掉了做作的氣息，曾經寫最差的美隊和雷神性格居然都變可愛了。可是，中間有好幾個刻意玩弄觀眾情緒的場景真的太過火了，非得拿把刀把心窩子掏給你看就做作了。                                                                                                                                                                                                                                               ,还行      ,看过  ,sean cheung    ,['30'],2019/4/30 0:17 ,"['seancheung ', ' 2008-01-16加入']"                    ,2
"['London, United Kingdom']"               ,十年荣光喂了狗，就换来这么个bug百出全面ooc的糟心结局。千言万语汇成一句话，罗素兄弟死了。不是角色是否存活的问题，英雄总要落幕的，但这个谢幕真的很烂，我为初代不值。不会再看mcu任何非初代作品了。                                                                                                                                                                                                                                                                ,还行      ,看过  ,翠莉安            ,['30'],2019/4/25 7:10 ,"['134098037 ', ' 2015-09-04加入']"                     ,5
['上海']                                     ,唉！意难平。虽然很好看，但不会二刷了。笑笑哭哭的太伤身体?_?…                                                                                                                                                                                                                                                                                                                                    ,还行      ,看过  ,崇子             ,['30'],2019/4/25 22:23,"['heiheirage ', ' 2006-12-12加入']"                    ,5
['北京']                                     ,除了煽情段落和彩蛋，其余情节真的不是在糊弄影迷吗？                                                                                                                                                                                                                                                                                                                                           ,还行      ,看过  ,Fifth Beatles  ,['30'],2019/4/24 22:02,"['33709377 ', ' 2010-01-24加入']"                      ,10
['湖北武汉']                                   ,我看超级英雄电影始终是看小孩子过家家的心态，这怎么破？                                                                                                                                                                                                                                                                                                                                         ,还行      ,看过  ,狄飞惊            ,['30'],2019/5/4 20:16 ,"['difeijing ', ' 2006-05-22加入', '\n        ', '\n']" ,2
['北京']                                     ,黑寡妇难度就不能有一个葬礼？                                                                                                                                                                                                                                                                                                                                                      ,还行      ,看过  ,凌晓疯            ,['30'],2019/4/24 22:13,"['53283594 ', ' 2011-07-24加入']"                      ,2
['重庆']                                     ,虽然结局有各种不尽如人意的地方，但是一个时代确实在这样的轰轰烈烈中终结了……                                                                                                                                                                                                                                                                                                                              ,还行      ,看过  ,麻辣香水鱼          ,['30'],2019/5/13 21:58,"['165379620 ', ' 2017-08-14加入']"                     ,5
['重庆']                                     ,确定好看？？我觉得我屁股以下都肿了…唯一的收获就是尝了哈根达斯的新款味道还不错。整场就是，这货眼熟，这货是谁，那货又是谁？剧情像小孩子的逻辑，好人复活了坏人消失了死了俩好留点谈资，啧啧啧。逻辑一堆bug，也没觉得特效多好。ps.屁股是真坐疼了。                                                                                                                                                                                                                                          ,还行      ,看过  ,王BA八愛好料        ,['30'],2019/4/24 23:57,"['70609075 ', ' 2013-03-28加入']"                      ,9
[]                                         ,还行吧，视觉效果和娱乐效果不如上部，浓浓电视剧感，每人都灌鸡汤实在太齁。                                                                                                                                                                                                                                                                                                                                ,还行      ,看过  ,白胖饺子           ,['30'],2019/4/24 13:50,"['bpjz ', ' 2009-11-17加入']"                          ,10
['上海']                                     ,不是剧透，因为网上已经都有了，总体来说还行，黑人女武神继承雷神的王位，黑人胜利队长继承了美国队长的位置，钢铁侠抛下了孤儿寡母拯救世界也算死得其所。时空穿梭玩的比较低劣，什么不能与自己会面什么这都些驳论都被狠狠摧毁了，可见电影结局的世界已经不是原来的世界了，只不过是另一个平行世界了，原来的世界被这些超人彻底玩残了。美国队长在另一个世界又找回了真爱。                                                                                                                                                                                      ,还行      ,看过  ,血刀老祖           ,['30'],2019/4/26 20:39,"['59999741 ', ' 2012-04-01加入']"                      ,1
['重庆']                                     ,"美队的结局完美到让人嫉妒,铁爸的虽然震惊难过伤心但也符合这么多年来的人物设定,雷神...为什么会这样?寡姐...这个结局好难接受!从头到尾漫威就没好好的塑造过这个人物,wcnm漫威!!!全片三个小时,竟然连雷神都没有怀念洛基哪怕半次?!!!伤心后冷静观看电影,就只看到了bug四起,逻辑和情理都去了哪里???太不满意了!!!对漫威最后的夸赞来自于它从头到尾对钢铁侠这个角色的用心和尊重!终生辱骂漫威来自于它对黑寡妇这个角色从头到尾的不用心和不尊重!!!"                                                                                                                                ,还行      ,看过  ,Closer-J       ,['30'],2019/4/26 22:47,"['45953948 ', ' 2010-09-18加入']"                      ,1
['广东广州']                                   ,C位组：唐尼真的棒。美队地表最强(呵)，肉身抗灭霸一拳不死。锤吃错药了。串场组：又见到古一法师，真好。基基又调皮了！小蜘蛛回来了。本尼总是那么出色。星爵或成最大输家。                                                                                                                                                                                                                                                                                 ,还行      ,看过  ,忘记说谢谢          ,['30'],2019/4/27 22:22,"['2456297 ', ' 2008-05-06加入']"                       ,1
['黑龙江哈尔滨']                                 ,六分，不能再高了。别被里面钢铁侠死给煽动，到不了九分，这就只是一部合格的爆米花片                                                                                                                                                                                                                                                                                                                            ,还行      ,看过  ,波比             ,['30'],2019/4/25 4:46 ,"['156361675 ', ' 2017-01-13加入']"                     ,8
"['La Paz, Bolivia']"                      ,（非粉丝眼里的）一锅乱炖啥都想加进去的太空歌剧…算了 本来就是抱着开钟点房的态度来躲开杭州的交通来着?                                                                                                                                                                                                                                                                                                                 ,还行      ,看过  ,伊利昂            ,['30'],2019/5/3 21:02 ,"['ilion1993 ', ' 2012-11-07加入']"                     ,1
[]                                         ,看过。unmoved. 最高兴的是跟在坡的朋友们又相聚了。                                                                                                                                                                                                                                                                                                                                       ,还行      ,看过  ,蒋太             ,['30'],2019/4/27 17:50,"['huaxiren ', ' 2007-10-06加入']"                      ,2
['北京']                                     ,寡姐美不胜收。惊队大力出奇迹。迪士尼：都特么给我哭！于是乖乖哭。人脸多到可以从土桥一直排到五棵松。平成最后的春晚。                                                                                                                                                                                                                                                                                                           ,还行      ,看过  ,柏小莲            ,['30'],2019/4/26 17:32,"['rougewell ', ' 2008-11-12加入']"                     ,5
"['Vārānasi, India']"                      ,4对3的解决办法，可说是完全被网友猜中了，看过去年推测帖，今年的主线就一点也不觉得意外。至于谁当祭品，怎么个祭法，其实已不重要。但凡合乎逻辑的都可以接受，但人设的崩塌和无视，是对戏中人戏外人双双的践踏。此外一个很明显的问题，全片弥漫着一股浓烈的“刻意炒情怀”，因为这是初代十年收官之作，是20来部电影的大结局，所以许多地方拍得像混剪致敬MV，有明显的跳脱感，让人怀疑“它还是这个故事线的一部分？”“还在试图善始善终讲完这个故事？”我觉得这是观感最坏的部分，讲故事的人已经站到了重实效、求讨好、自卖自夸的立场上，而不是无我地叙述，这样还谈什么沉浸感和说服力？至于我大神兄弟的槽和冤...就不再吐了。千言万语，汇成一句言简意赅的操你妈。纯超英角度，最爱的初代依然是美队，尤其在惊队的绝对力量衬托下，队长是灵动的。  ,还行      ,看过  ,ScreamScremato ,['30'],2019/4/25 3:07 ,"['screamscremato ', ' 2010-06-03加入']"                ,4
['北京']                                     ,全体演员的份上给三星，罗素零分滚蛋，剧本后半段一塌糊涂，疯狂吃设定兼毁人设，使得整个故事完全逻辑不成立。又不是新手导演了，就算你们不愿意花点时间看看那些角色在别人的电影里是什么样的，至少麻烦讲故事也讲圆一点，写的狗屎剧本除了一点点以前埋的彩蛋可捡，就没啥可取之处了。                                                                                                                                                                                                                               ,还行      ,看过  ,V.CAT          ,['30'],2019/4/25 1:22 ,"['v.cat ', ' 2008-01-14加入']"                         ,3
[]                                         ,给你三星就算仁慈了，看完电影过了快10个小时，我依然意难平，最意难平的就是寡姐，凭什么要那么对她，电影放到一半她就那样孤单的离开了？我后面一直期待着有反转，结果呢，她连个葬礼都没有？后面大战所有女超英集合的时候我很隔应了，明明该有她的C位却没有，就那样孤零零的留在那，罗素兄弟凭什么这么对她？还有我的天神，这条线还能更敷衍点吗？他是神啊，罗素兄弟有尊重之前塑造的雷神吗？Cap，最后交接盾牌的时候我真的一脸这什么，就这样随便交代了？A1的他听到Bucky还活着就松手了，然后最后他居然放弃一切和佩，罗素兄弟把属于盾冬的给了盾佩，良心不会痛吗？托尼的反应堆熄灭的那一刻，我也不能相信！他一介凡人却要承受这些？惊队一整部到底干啥呢？三个小时下来我唯一流泪的地方就是寡姐和鹰眼还有锤见到母亲那部分。          ,还行      ,看过  ,yoooooo醒了      ,['30'],2019/4/25 6:43 ,"['156071726 ', ' 2017-01-06加入']"                     ,11
['四川成都']                                   ,"物理学常识观众为何在中途摇头喋喋不休？
美式橄榄球爱好者为何在结尾连连惊叹？
美国臀部最翘的男人为何去还那支舞？
阿斯加德的王子为何会有啤酒肚？
终极大反派为何会连续死两遍？
惊奇女士为何总是姗姗来迟？
当你早晨一觉醒来的时候？
全世界为何会爱你三千遍？
一切尽在复联四！"                                                                                                                                                                                                                                                                                                                                                ,还行      ,看过  ,顾小山            ,['30'],2019/4/24 3:09 ,"['84781545 ', ' 2014-03-14加入']"                      ,0
['广东广州']                                   ,不知道他们在干嘛                                                                                                                                                                                                                                                                                                                                                            ,还行      ,看过  ,vivi           ,['30'],2019/5/22 14:51,"['vivifyvivi ', ' 2007-12-27加入']"                    ,1
['香港']                                     ,漫长告别                                                                                                                                                                                                                                                                                                                                                                ,还行      ,看过  ,Ricky925       ,['30'],2019/4/30 1:22 ,"['Ricky925 ', ' 2011-02-10加入']"                      ,0
['北京']                                     ,bug太多，初代落幕                                                                                                                                                                                                                                                                                                                                                          ,还行      ,看过  ,扭曲的田字格         ,['30'],2019/4/24 3:26 ,"['zhangxiaocun ', ' 2010-08-02加入']"                  ,1
['重庆']                                     ,集锦式的回忆杀，三巨头大战灭霸的那段很给力，最后的团战的确让人热血……但这是通过十几年的“流水账”累积才达到的高潮，相比斯皮尔伯格用140分钟的《头号玩家》就足以达到这样的效果，迪士尼漫威的效率可谓低下——因此，我依然不会认可漫威宇宙的作品是“经典电影”这一说……还是那句话：在我看来，漫威对电影界最大的贡献就只是把小罗伯特·唐尼这个优秀的演员带回了好莱坞一线，仅此而已。                                                                                                                                                                          ,还行      ,看过  ,痞子老九           ,['30'],2019/4/27 22:44,"['shady9 ', ' 2013-08-14加入']"                        ,1
['北京']                                     ,不是粉也没有感情分，几十部下来，作为电影还是做得相当有尊严的，没有在场面上迂回只求视觉体验，英雄迟暮的大团圆还是激动人心。但前两个小时真的bug。美队老了的时候，雷神胖了的时候，黑寡妇钢铁侠死了的时候，还是令人恻隐。这么多人物最喜欢猩红女巫，姐妹一心只有恋爱，其他都是个p。相比起来惊奇队长便是个无感情无个性的机器人罢了。                                                                                                                                                                                                   ,还行      ,看过  ,华盛顿樱桃树         ,['30'],2019/4/27 18:13,"['49213881 ', ' 2011-02-04加入']"                      ,1
['北京']                                     ,最后的完结篇只不过是一部三小时的肥皂剧，在拖沓和拧巴中结束这一阶段的剧情。行了，之前的电影该怎么调整我已经清楚了。                                                                                                                                                                                                                                                                                                           ,还行      ,看过  ,mysticark      ,['30'],2019/5/1 20:52 ,"['25575565 ', ' 2009-11-18加入']"                      ,0
['江西上饶']                                   ,铁男骗了一把眼泪 但感觉是最差的一部                                                                                                                                                                                                                                                                                                                                                  ,还行      ,看过  ,地球吓了一跳         ,['30'],2019/4/25 8:12 ,"['mint76 ', ' 2010-12-02加入']"                        ,4
