citys                                      ,content                                                                                                                                                                                                                                                                                                                                                                          ,evaluate,labs,nams           ,scores,times          ,user_info                                                          ,votes
['香港']                                     ,我以后不看美漫了，行了吧。?_? 因为能感觉到，一到超英系列，豆瓣管理员滥用权力、公报私仇的行为有点多。                                                                                                                                                                                                                                                                                                                             ,推荐      ,看过  ,私～［已注销］        ,['40'],2019/4/24 2:34 ,"['1237270 ', ' 2006-08-17加入', '\n        ', '\n']"                ,75
"['Perth, Australia']"                     ,里程碑意义之作，节奏紧凑情绪跌宕，战争场面宏大壮观，各种跨时空前后呼应让人惊喜连连。时间旅行的解释和执行都够干脆利落，全程无瑕疵。笑点和悲情处都足够分量，因漫长的铺垫而愈加隽永及挥散不去的惆怅。惊叹漫威能把超级英雄电影系列拍到如此程度，这本身就是一场超现实版的终极成人童话。                                                                                                                                                                                                                                        ,力荐      ,看过  ,艾小柯            ,['50'],2019/5/2 22:37 ,"['aixiaoke ', ' 2006-06-02加入']"                                   ,42
['浙江杭州']                                   ,"4星+1。
11年，22部电影。从2008年那句“我是钢铁侠”诞生而布局的漫威宇宙，一路走来，所有的回忆都汇入《复联 4》的三个小时之中。
电影展开剧情的手段，也许在你看完《复联3》之后就能依稀猜到。的确，也没有别的方法再来复活他们。但即便是新壶装旧酒，《复联4》仍是一部充满了趣味与感伤，且并没有生硬煽情的作品。
作为一列串联起漫威11年的“情怀过山车”，客观而言，《复联4》并非尽善尽美，但它仍将之前的所有作品中所预埋的包袱发挥了出来。它是我个人心目中的“漫威宇宙至今最佳”。"                                                                                                                                                                                                                                                                                          ,力荐      ,看过  ,徐若风            ,['50'],2019/4/24 11:57,"['ruo1996 ', ' 2011-06-26加入']"                                    ,53
['北京']                                     ,刷了三遍，切身体验为，零剧透+IMAX+粉丝场为最佳观感。作为一部全民情怀向的终章，有遗憾但很圆满，每位观众对自己喜欢角色投入的感情决定了他们各自对复联4的理解，利用穿越时空来回溯过去是对观众十一年支持最好的礼物，那些意想不到的惊喜就像彩蛋一样埋在正片里，令人兴奋。漫威这个阶段的成功，离不开全球观众对一代复联倾注的感情，他们像家人一样，成为永驻我们内心的角色。                                                                                                                                                                                            ,推荐      ,看过  ,二火山            ,['40'],2019/4/24 3:47 ,"['51016659 ', ' 2011-04-21加入']"                                   ,59
['辽宁沈阳']                                   ,漫威十年，岁在己亥，暮春之初，会于世界各地之影院，修禊事也。群贤毕至，少长咸集。仰观宇宙时空之随意穿越，俯察超级英雄之数量众多，所以游目骋怀，足以极视听之娱，信可乐也。                                                                                                                                                                                                                                                                                             ,推荐      ,看过  ,芦哲峰            ,['40'],2019/4/24 16:23,"['luhua ', ' 2006-11-27加入']"                                      ,38
['上海']                                     ,I love you three thousand times.这么多超级英雄里，其实最喜欢蚁人了，诙谐、市井，还带有几分俗气。这才是你我这等凡人熟悉的人间烟火啊。                                                                                                                                                                                                                                                                                               ,力荐      ,看过  ,扭腰客            ,['50'],2019/4/24 3:33 ,"['mlsslm777 ', ' 2008-06-16加入']"                                  ,45
['重庆']                                     ,应该说故事的走向和人物的结局和我猜的差不多。后半个小时，影院里好几个女生已经哭的泣不成声了，我对影片倒没啥特别的感受，只是回想起看《钢铁侠1》时正好是大学的毕业季，也是不由得感慨，什么东西加上时间这一纬度，意义立即就变了啊。                                                                                                                                                                                                                                                                 ,力荐      ,看过  ,慕容复            ,['50'],2019/4/24 22:33,"['3551583 ', ' 2009-01-28加入']"                                    ,49
['北京']                                     ,《复联4之颜值大逆转》：惊队之前有多丑，现在就有多帅；雷神之前有多帅，现在就有多丑……影片质量不用多说，史诗、高燃、悲壮！                                                                                                                                                                                                                                                                                                                    ,力荐      ,看过  ,大海里的针          ,['50'],2019/4/24 12:38,"['65569388 ', ' 2012-10-21加入']"                                   ,44
[]                                         ,故事和超级英雄都有落幕的那一天，旧的故事业已结束，新的故事正要开场。让我们在回忆的小径上多走几步，旧友重相逢，想做超级英雄的人成为了真正的超级英雄，失落的时光也在另一个平行宇宙被重新拾起，没有比这更好的结局了。                                                                                                                                                                                                                                                                        ,力荐      ,看过  ,曾良君            ,['50'],2019/4/24 18:12,"['blacktea077 ', ' 2010-05-21加入']"                                ,43
"['Amsterdam, Netherlands']"               ,全是和解与放下，全是欢笑与泪水。电影因为故事太面面俱到所以不完美甚至有些粗糙，然而依然感谢漫威陪伴的这些年。                                                                                                                                                                                                                                                                                                                           ,推荐      ,看过  ,LORENZO 洛伦佐    ,['40'],2019/4/25 6:48 ,"['vividtime ', ' 2006-03-28加入', '\n        ', '\n        ', '\n']",34
['广东广州']                                   ,"关于影片内容的讨论已经太多，无需多言，而《复联4》存在的意义其实更多是在于昭示漫威式的商业格局已达大成之境。
十年的布局已经从某种程度上彻底打破了电影和电视剧之间的藩篱，养成了无数粉丝用追剧的心态去常年的追逐一个主题的电影。他们无怨无悔地涌向零点场，他们用防火防盗的心态去防剧透，即使是在电影之外，漫威也在改变着现代人的娱乐生活，这无疑是革命性的。
有人说漫威宇宙就是我们这个时代的“星球大战”，而我觉得它虽比不上星战系列的石破天惊，却比星战系列更具战略眼光。《复联4》是一场完美的谢幕，亦是一个充满期待的起点。"                                                                                                                                                                                                                                                          ,力荐      ,看过  ,Enjolras       ,['50'],2019/4/24 3:05 ,"['Enjolras0712 ', ' 2011-01-29加入']"                               ,61
['山东青岛']                                   ,最后还是有彩蛋的，最后logo出现时，有敲打铁器的声音，在我的记忆里，那个声音来自《钢铁侠1》中的那个山洞…最后绯红女巫身后的男孩应该来自《钢铁侠3》…不知道说什么好，过去的11年突然有了更深更复杂的意义，一生能够看到一部这样的电影，很值了。                                                                                                                                                                                                                                                        ,力荐      ,看过  ,影探·探长          ,['50'],2019/4/24 12:21,"['178131964 ', ' 2018-05-02加入']"                                  ,41
['陕西西安']                                   ,"我爱所有的初代复仇者们，真的不忍心就这样终结了。漫威创造了你们，你们也成就了今天的漫威，感谢你们给了我们如此美好的青春记忆，love you all！！！！
寡姐就值一个5星了，i used to be alone ,
then i got a family，爆哭(?;︵;`)"                                                                                                                                                                                                                                                                                                  ,力荐      ,看过  ,fmmp           ,['50'],2019/4/24 5:45 ,"['180401152 ', ' 2018-06-27加入']"                                  ,75
['北京']                                     ,凌晨三点看完，花了十五分钟离开电影院，此刻只想尽快回到家，抱抱熟睡中的女儿和爱人。                                                                                                                                                                                                                                                                                                                                        ,力荐      ,看过  ,天亮天黑           ,['50'],2019/4/24 3:23 ,"['oldtime ', ' 2007-10-10加入']"                                    ,53
['广东广州']                                   ,泪别英雄的同时，别忘了那只老鼠，没有它，后面一切都是扯淡......这是一次串起此前多部电影情节点满情怀燃泪齐飞的严重粉丝向落幕，普通观众观影压力甚大，请尽可能重温之前的21部电影，尤其是《复仇者联盟》《雷神2》《美国队长2》《奇异博士》《银河护卫队》《复仇者联盟3》《蚁人2》... 文戏相当走心，但对于一个文戏占绝对比重的落幕片来说，本片的最后一战虽然很燃却有种达不到尽情释放的遗憾，许多英雄只是大景别里的一个模糊身影一闪而过，冲着罗素兄弟一贯的高水准动作戏去期待是会有些落差的 。9/10                                                                                                                          ,力荐      ,看过  ,瓦力             ,['50'],2019/4/24 4:05 ,"['cyrus_wong ', ' 2012-07-10加入']"                                 ,48
['湖南长沙']                                   ,果然蚁人是是扭转一切的关键，不过怎么看都像个民科                                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,曼珠沙华           ,['50'],2019/4/24 0:43 ,"['xu442143808 ', ' 2010-08-29加入']"                                ,47
"['Sydney, Australia']"                    ,在另一个平行宇宙里，Loki还活得好好的。。                                                                                                                                                                                                                                                                                                                                                           ,力荐      ,看过  ,kopde          ,['50'],2019/4/27 12:18,"['kop-de ', ' 2006-10-06加入']"                                     ,46
['北京']                                     ,我不知道复联4最终能打破多少票房纪录，但我知道今天肯定打破了上班请假人数的纪录。                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,沙雕电影           ,['50'],2019/4/24 8:16 ,"['185573840 ', ' 2018-10-07加入']"                                  ,42
['福建厦门']                                   ,我是来分析票房的，估计在30到35亿之间……原因有3点，          1复联3票房23.9亿，惊奇队长票房10亿，按照这个算法大概有三分之二的人看了复联3没有看惊奇队长，漫威的片子要连续看才连贯，这些没看的人估计在等网上高清，很遗憾现在23号了，我看了下网上还是没有高清版，只有偷拍版，这个因素或多或少会影响一些人去看                   2复联3是150分钟复联4是180分钟，多了半小时，这就意味着相对复联3每天会少排一场，少一场总的收人会少很多 ，不排出票价涨但是最多前10天，                3还是时间问题，180分钟三个小时，说实话一般的路人尤其是妹子真的很难坐的住的，这部分观众会流失不少的…反正本人已经贡献了24号的125元的IMAX票                         ,推荐      ,看过  ,洋聪电影           ,['40'],2019/4/24 0:02 ,"['108719440 ', ' 2014-11-18加入']"                                  ,41
['上海']                                     ,一想到灭霸还统治着宇宙，我就寝食难安//我恨剧透，害我从头哭到尾，看到灭霸vanish就还挺悲情的                                                                                                                                                                                                                                                                                                                                ,力荐      ,看过  ,世界尽头咖啡馆        ,['50'],2019/4/28 13:49,"['wentinlueng ', ' 2010-07-08加入']"                                ,3
['上海']                                     ,罗素兄弟难得拍出这么多怀旧又伤感的文戏，绝对是一部跳出框架，充满创新的超英电影。但作为一部穿越电影，却简单了些。没有时空悖论，让所有黑暗的可能性，从源头被掐掉，把故事控制在一个直线的范畴中。但其实穿越最吸引人之处不是改变未来，而是弥补过往，从这个角度来说，罗素的处理又无可厚非。                                                                                                                                                                                                                                      ,推荐      ,看过  ,西帕克            ,['40'],2019/4/24 23:48,"['colinpark ', ' 2011-01-29加入']"                                  ,26
['浙江台州']                                   ,无处不在的告别复调。一个超级英雄概念的完整生命周期。这集里开始的钢铁侠和最后的雷神合体的话，会产生什么超级英雄知道吗？弹簧人贝尔。                                                                                                                                                                                                                                                                                                                ,力荐      ,看过  ,恶魔的步调          ,['50'],2019/4/24 22:41,"['Len. ', ' 2005-11-03加入']"                                       ,23
"['Roma, Italy']"                          ,要是没星爵，哪来的复联四？大家还不感谢他！！！?单论电影本身不怎么样，但情怀满分！                                                                                                                                                                                                                                                                                                                                        ,推荐      ,看过  ,卟卜豆腐块          ,['40'],2019/5/3 15:27 ,"['155599096 ', ' 2016-12-27加入']"                                  ,1
['陕西西安']                                   ,穿越往昔场景是对漫威电影十一年历程的一次大回顾，兼具情怀与笑点能充分享受每一个或曾淡忘的细节。夺回消逝的战友再度集结起全明星阵容时，所有铺垫随情感在此一刻爆发开来，当年六人小队，如今千军万马，走到这一步戏里戏外都堪称奇迹。两大支柱双双谢幕标志着一个时代的终结，虽说旧的不去新的不来，但复联4已经像是划下句号般遗憾而圆满，很难再以与过去相同的心情去期待今后MCU的展开了。                                                                                                                                                                                        ,力荐      ,看过  ,爱的镇魂歌          ,['50'],2019/4/24 5:35 ,"['fenxinyu ', ' 2012-02-25加入']"                                   ,44
['北京']                                     ,抹完眼泪还是想说，Lebowski的梗我能笑一年                                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,翻滚吧！蛋堡         ,['50'],2019/4/24 3:18 ,"['7542909 ', ' 2009-08-23加入']"                                    ,48
['上海']                                     ,B / 超低配《云图》×《头号玩家》的“元”MCU超英片。漫威用一种暴露其庞大文本运作机制的无耻方式，从颓废的虚无到崇高的战斗再重新建立起和平的轮回假像，全方位赤裸裸地炫耀了它作为虚假的消费符号如何将我俘获并用最后一镜轻描淡写地戳破这场“出窍”的梦境。仿佛空海最终找到了“无上密”，加菲最终潜入《银湖之底》，我似乎也意识到了自己观看的一片空洞不过是自己内心稚嫩的成长史，可是我到底长大了没有呢？                                                                                                                                                                            ,推荐      ,看过  ,寒枝雀静           ,['40'],2019/4/24 19:51,"['93124222 ', ' 2014-07-17加入']"                                   ,24
['北京']                                     ,复联4是对所有经典时空旅行题材电影的重大颠覆，有一套较为独立且自圆其说的穿越观，超级英雄会老会死，但是他们后继有人，真·妇联诚不欺我，惊队短发A爆了，美队终于补上了欠佩吉的一舞，更补上了欠自己的一生，托尼·史塔克，我会永远记得你的名字叫钢铁侠                                                                                                                                                                                                                                                        ,力荐      ,看过  ,突然粉碎           ,['50'],2019/4/24 3:02 ,"['4051316 ', ' 2009-04-23加入']"                                    ,29
['北京']                                     ,你们有星战，他们有星际迷航，而我们有复联。壮烈如同史诗，让人热血沸腾。辉煌过后，总是落幕。复联是黑寡妇的家庭，是美队的梦想，是雷神的救赎，是钢铁侠的守护，是蜘蛛侠的爸爸。                                                                                                                                                                                                                                                                                            ,力荐      ,看过  ,诸葛若见           ,['50'],2019/4/24 18:18,"['Jerry-feng ', ' 2011-01-17加入']"                                 ,27
['四川成都']                                   ,"当我们抬头仰望那些星云诡谲尘土飞扬的战争奇观，差点都忘记了这些:他的每一次出发，都准备好将以凡人之躯去熄灭远征的战火；他的每一次执盾，都宣告着要以钢铁之心来承受百年的孤寂。天神之子召唤着雷电，唤不回至亲一次回眸；灵魂之巅手握着宝石，抓不住此生最后拥抱。
拂开金灿的光圈，归来的是那些来不及告别的面容；穿越量子的宇宙，却再也无法走到你的身边。纽约大战的旋转镜头再起，眼泪伴随着年轻的号角簌簌落下。
大雨滂沱的罪恶城市有人握住你的手，荒芜废墟的流浪地球有人守候着银河中你的方向，沧海桑田的光阴背后有人爱慕你一生的容颜，终局之战的新兴世界有人怀抱着你的爱继续前行。
这不是最完美的收官作品，这只是最深情的告别仪式。始终坚守自己、为爱全力以赴，这便是最好的人生，无须重头再来。"                                                                                                                                                                                                                                                  ,力荐      ,看过  ,小瓣生?           ,['50'],2019/4/24 12:36,"['lifeshort ', ' 2012-02-02加入']"                                  ,26
['福建泉州']                                   ,感谢《复仇者联盟3：无限战争》里「星爵」背黑锅打「灭霸」头的那三拳、「雷神」最后没有劈到 「灭霸」的头……所以我们现在能看到《复仇者联盟4：终局之战》。—— 看过N次零点首映，还是第一次看半夜3点15分场次的电影，也算是成就了一次特别的观影经历。—— 前面人物众多、线索庞杂的文戏感觉对冲着看爆米花动作片的路人可能不太友好，但追过漫威电影宇宙系列电影的粉丝（比如一部不落的我）应该会倍感亲切，当《复仇者联盟》《银河护卫队》……等等曾经熟悉的电影桥段画面、演员角色接二连三相继出现时，真是给我一波又一波的惊喜；而在《X战警：逆转未来》式的剧情铺垫后，最终《指环王》感的终局之战更是看得我热血沸腾。—— 去年的《复联3》自己花钱买了4张IMAX场的影票，今年的《复联4》如愿完成3刷IMAX版的计划。                     ,力荐      ,看过  ,Panda的阴影       ,['50'],2019/4/24 0:46 ,"['PandaMovieMusic ', ' 2011-08-01加入']"                            ,33
['北京']                                     ,明知没有彩蛋，还是要等                                                                                                                                                                                                                                                                                                                                                                      ,力荐      ,看过  ,教主             ,['50'],2019/4/24 3:20 ,"['52882108 ', ' 2011-07-07加入']"                                   ,0
['北京']                                     ,钢铁侠双子，美国队长金牛，黑寡妇天秤，雷神白羊，绿巨人摩羯，鹰眼巨蟹，蚁人水瓶，浣熊处女，蜘蛛侠射手，惊奇队长狮子，星云双鱼，灭霸天蝎。好想看复仇者联盟集体参加一季Survivor。                                                                                                                                                                                                                                                                                      ,推荐      ,看过  ,嘟嘟熊之父 ?        ,['40'],2019/4/25 22:50,"['duduxiongzhifu ', ' 2008-01-28加入']"                             ,27
['北京']                                     ,想要的都给足了。害怕的都没发生/在预料范围内。情怀杀吃到饱。比肩指环王的最后一战。没有遗憾了。铁人粉知足了，MVP送给美队！！                                                                                                                                                                                                                                                                                                                  ,力荐      ,看过  ,Dr.Ray         ,['50'],2019/4/24 3:00 ,"['DrRay ', ' 2011-07-24加入']"                                      ,55
['湖北黄石']                                   ,妇联在中国死的最晚，复活的最快！ps：今天刚顶着被辞退的风险看完妇联4值了！?！期待下一个10年！                                                                                                                                                                                                                                                                                                                                ,力荐      ,看过  ,：-）            ,['50'],2019/4/24 19:02,"['151725552 ', ' 2016-09-28加入']"                                  ,41
['北京']                                     ,收官之战心疼雷神……                                                                                                                                                                                                                                                                                                                                                                       ,力荐      ,看过  ,刮刮油            ,['50'],2019/4/27 19:57,"['LordBean ', ' 2009-08-07加入']"                                   ,24
['北京']                                     ,零点场看完急着写稿子语无伦次。本来看前一肚子气，而自己本身只是个伪粉，只想看脸和身材，结果完全超出预期，情怀这俩字永远吃香并且是超级王炸。好多梗我都能get到，你就不得不佩服这个系列作为一种文化现象是多么的成功。我想说不要排斥不要恶意，作为青年一代的精神寄托自然有他的价值点，而这场落幕罗素兄弟非常圆满且妥帖的完成了，复仇者们并不拘泥于纸片人，而是有血有肉有灵魂，否则观众不会又哭又笑又尖叫。很难归于类型片，更像一场盛大的狂欢，既疯狂激情，也黯然柔情，是多面体是大众化，也是当下社会和平行乌托邦，这不正是巴赫金的“狂欢化”吗？再加上前21部的拼贴秀，超英做到这个份上，值了。                                                                                  ,力荐      ,看过  ,高碑店东出昌大        ,['50'],2019/4/24 6:31 ,"['122454843 ', ' 2015-03-06加入']"                                  ,32
['北京']                                     ,84/100 非常大胆的突破了商业类型片的某种特定结构，这个选择对于这种级别的系列电影真的值得佩服的一件事。十年复联以这个故事结束也足以展现出漫威影业的极度耐心和深谋远虑，它不是简单的一个结束，而是一次意料之外又心服口服的全盘的回顾，十年前漫威为数亿观众创造了一个超现实世界，十年后他们又亲手将观众打回现实世界，感受超越超级英雄类型片的结束。复仇者联盟是我们这个时代的超级“星球大战”。                                                                                                                                                                                ,力荐      ,看过  ,SELVEN         ,['50'],2019/4/24 6:58 ,"['SELVEN ', ' 2007-07-06加入']"                                     ,20
['上海']                                     ,意想不到的有史诗感。这十年，你可能经历了钢铁侠的少年得意，可能经历了美国队长的弄巧成拙，奇异博士的东山再起，黑豹的不堪回首，惊奇队长的无人问津。但是回头看，这些林林总总都变成了复仇者联盟4里的意义。俱往矣。                                                                                                                                                                                                                                                                          ,力荐      ,看过  ,乐山小佛           ,['50'],2019/4/24 22:44,"['eason0210 ', ' 2010-04-13加入']"                                  ,19
['四川成都']                                   ,这次真的全球最早 其他4.24的地区和国家因为零点场和时区等原因 大陆观众将成为最先知道全部剧情的人 给力（4.24看完打卡 精彩绝伦的巅峰史诗 笑点哭点都有 剧情非常棒 零点场气氛极佳 欢呼鼓掌 我爱他                                                                                                                                                                                                                                                                           ,力荐      ,看过  ,Lorca          ,['50'],2019/4/24 3:58 ,"['159047747 ', ' 2017-03-14加入']"                                  ,48
['广东广州']                                   ,其中两个镜头哭成狗，看到光圈出现时内心涌起了无数的回忆。十年了，感谢相伴。                                                                                                                                                                                                                                                                                                                                            ,力荐      ,看过  ,薇羅尼卡           ,['50'],2019/4/24 20:05,"['zishuiyilan ', ' 2005-11-13加入']"                                ,22
['北京']                                     ,我觉的吧，挺着啤酒肚的锤哥，是最大亮点。一部电影，能做到，让全球影迷像过节一样，你说，这部电影，牛B不牛B？！                                                                                                                                                                                                                                                                                                                          ,推荐      ,看过  ,无耻不混蛋          ,['40'],2019/4/24 15:09,"['miumiu-li ', ' 2007-01-25加入']"                                  ,20
['北京']                                     ,你们那么多人欺负我灭霸一个，算什么英雄好汉！                                                                                                                                                                                                                                                                                                                                                           ,力荐      ,看过  ,如小果            ,['50'],2019/4/24 12:45,"['ruxiaoguo ', ' 2006-10-20加入']"                                  ,23
['江苏南京']                                   ,最后一次见面，他知晓她留在过去，她知晓他来自未来。她对他说，“每个人都无法成为理想中的自己，衡量一个人、一个英雄，要看他们是否成功做自己。”他们都做到了，足够。神明大厦坍圮，肉身成住坏空，既然我们终有一别，那就告别吧。正因参透生死，故而不再畏惧生死；正因看淡生死，故而才能从容赴死；正因这里有我们的一生所爱，故而依旧贪生怕死；正因我知道你知道我会死，故而才敢爱你三千次。                                                                                                                                                                                        ,推荐      ,看过  ,不良生            ,['40'],2019/4/27 10:49,"['angle223 ', ' 2007-12-05加入']"                                   ,14
['北京']                                     ,要啥给啥，真·官方逼死同人。2019.04.24@英皇电影城&2019.05.02@耀莱丽泽桥 粉丝场的渲染加分太多，大概和看演唱会一个效果吧。                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,芥末蘸酱           ,['50'],2019/4/24 5:37 ,"['FrankWasabi ', ' 2009-06-25加入']"                                ,20
"['Chicago, United States']"               ,女朋友没哭的话注意一下了                                                                                                                                                                                                                                                                                                                                                                     ,力荐      ,看过  ,不瓜迪???????     ,['50'],2019/4/25 0:22 ,"['thatgal ', ' 2007-12-30加入']"                                    ,28
['上海']                                     ,喜欢的地方：收尾得挺好，和前面的剧情也都串联了起来，关于过去和未来，现实和记忆，情感和选择。不喜欢的地方：无聊的口水话太多了点；惊奇队长的存在也太不和谐了点，没有预告片里的那种震撼感。                                                                                                                                                                                                                                                                                     ,推荐      ,看过  ,艾晨             ,['40'],2019/4/24 16:08,"['satan163 ', ' 2006-04-13加入']"                                   ,18
[]                                         ," “I Am Ironman”
年度最佳！回归起点的传奇落幕，可能比我过去看过的所有漫改超级英雄电影加在一起还要有分量，我曾经预想过它的千好万好，但从来没曾想到过它能这么好，激动到语无伦次加哭晕在电影院两项指标一次达成，我愿意把我无限的赞美送给所有主创！
另：字幕结束后有彩蛋，但不是以画面的形式呈现
无论怎么说，今天，我们也算是见证历史了！"                                                                                                                                                                                                                                                                  ,力荐      ,看过  ,顗禮             ,['50'],2019/4/24 15:42,"['149152146 ', ' 2016-08-03加入']"                                  ,12
['北京']                                     ,那是我逝去的青春。                                                                                                                                                                                                                                                                                                                                                                        ,力荐      ,看过  ,小片片说大片         ,['50'],2019/4/24 3:28 ,"['xppsdp ', ' 2012-06-18加入']"                                     ,27
['重庆']                                     ,"或许会有下一代的超级英雄，可我已经没有下一个青春了。
这绝对是漫威最伟大作品！你自认是天命，但我是钢铁侠！托尼再一次以凡人之驱，比肩神明。观影过程中影厅数次响起掌声，特别是那句“九头蛇万岁”，全场爆笑。最后英雄集结的史诗大战，足以留名影史，极其高能炫目，每次都能看到惊喜，这大概是身为漫威迷最幸福的事了。
美国锤神做梦也没想到有一天会对自己说“I can do this all day”，不过这一次他没有错过迟到几十年的约会。肉装雷神也承包了大部分笑点，勒保斯基的梗出自科恩兄弟的电影《谋杀绿脚趾》，调侃雷神和主角的外形相似。MCU把之前每一部电影都完美串联，遍地彩蛋，各种桥段嫁接只能用完美来形容，漫威真的是用心在做电影。
告别是一件很难的事，但早晚都得适应它。"                                                                                                                                                                                                                 ,力荐      ,看过  ,super力         ,['50'],2019/4/27 17:20,"['alee777 ', ' 2010-11-06加入']"                                    ,41
['湖北武汉']                                   ,"【B】
托尼遇见他爸，索尔遇见他妈，史蒂夫赶上了约会。
家庭的羁绊，爱情的缺憾，还有责任的使然。
在被真正触动的情感面前，那些逻辑上的种种瑕疵和令人腻烦的插科打诨竟然都可以被原谅。"                                                                                                                                                                                                                                                                                                                                       ,推荐      ,看过  ,氯化银沉淀          ,['40'],2019/4/24 20:28,"['163898186 ', ' 2017-07-17加入']"                                  ,19
"['Reykjavík, Iceland']"                   ,二刷IMAX！作为粉丝，我真的真的爆哭！！完美的剧本，太多梗了，回到12年复联1的时候我差点大叫出声，编剧竟然想到用这样的方式来回顾过往10年！锤哥和妈，铁人和爸，队长和卡特，每个角色的情结都照顾到了，有太多会心一笑/哭的点，但是寡姐！！我真的不接受这个结局，太TM坑了                                                                                                                                                                                                                                          ,力荐      ,看过  ,小明灯仁波切         ,['50'],2019/4/24 22:14,"['dengtaiyang22 ', ' 2011-03-01加入']"                              ,27
['香港']                                     ,真的是一個年代的終結。十年走來，每個人都變得「面目全非」。那美好的仗我已經打過了、該跑的路程我已經跑盡了，也算溫柔告別，至少每個人都真槍實彈的哭了。如果圓滿有個樣子，大概不是你所想的那樣——圓滿可能是圓手圓臉胖肚子，可能是一臉祥和失去棱角，可能是垂垂蒼老，甚至可能是死亡，甚至可能是，十年來，那從未被語言套住，從未被激情所鼓動，從未被世情驗證的，碰碰額，握握手，縱身一躍，已沒有更多。                                                                                                                                                                                 ,推荐      ,看过  ,何倩彤            ,['40'],2019/4/26 12:38,"['tenkappa ', ' 2005-07-11加入']"                                   ,12
[]                                         ,穿越时空这个设定我觉得还存在一些需要解释的空白，但终局之战真的犹如烟花盛宴最后最绚烂耀眼的闭幕，只是这个结局还是让我无比伤痛，英雄终是离我们而去，一个时代仿佛结束，而我们也仍将孤独前行                                                                                                                                                                                                                                                                                     ,力荐      ,看过  ,蔕              ,['50'],2019/4/24 22:47,"['Fierydragon ', ' 2011-06-19加入']"                                ,20
['北京']                                     ,化繁为简了，更多是创作上的有意为之，也可能兼有占了上一部结局的好处，不管怎么样都比上一部好看太多。不算片尾不到三个小时的叙事一点不会让人觉得冗长，大家各司其职各归其位，极大限度照顾到了每一个角色。感人的地方很多，除了你我相逢，还有太多标志性的瞬间，这些瞬间是致敬是缅怀或是一种仪式感。                                                                                                                                                                                                                                   ,推荐      ,看过  ,次等水货           ,['40'],2019/4/24 4:27 ,"['wudaoxing ', ' 2010-06-15加入']"                                  ,19
['北京']                                     ,这TM哪儿是电影啊，是一场狂欢，是一场20岁到30岁的青春狂欢。把十年的回忆和人物叠进三个小时里面，每一秒每一帧都能有他说不完的故事，每一场面每一话都有能戳中心底的地方，也许许多的不完美，都在这三个小时里面完美了，也许许多的遗憾，也就留在了这三个小时里了。End Game，End the Start。                                                                                                                                                                                                                          ,力荐      ,看过  ,褚然             ,['50'],2019/4/24 3:00 ,"['churanvenus ', ' 2009-02-25加入']"                                ,19
[]                                         ,贡献三张票 算是顺利完成任务了 。虽是本章最后一部 却难找回看复1时的激动  。英雄迟暮 解甲归田 为国捐躯 这些情节并不是很喜欢看到 ，还是希望众英雄像清华口号喊的那样“健康工作五十年 ”更好一些??                                                                                                                                                                                                                                                                            ,力荐      ,看过  ,Browse_D_Romanc,['50'],2019/4/24 1:04 ,"['91829303 ', ' 2014-06-29加入']"                                   ,23
['四川成都']                                   ,十万个为什么是托尼，我得重温多少遍钢铁侠复仇者联盟才能弥补这样的悲伤                                                                                                                                                                                                                                                                                                                                               ,力荐      ,看过  ,大清新            ,['50'],2019/4/24 2:56 ,"['1394320 ', ' 2007-01-20加入']"                                    ,20
